line,filename,tool,target,type,num_configs,variability
457,args.c,IKOS,toybox_0_7_5,null-pointer-deref,1000,False
96,paste.c,IKOS,toybox_0_7_5,ignored-call-side-effect,51,True
62,login.c,IKOS,toybox_0_7_5,unreachable,54,True
67,chgrp.c,IKOS,toybox_0_7_5,ignored-free,89,True
355,grep.c,IKOS,toybox_0_7_5,buffer-overflow,39,True
90,touch.c,IKOS,toybox_0_7_5,unreachable,56,True
119,uniq.c,IKOS,toybox_0_7_5,ignored-free,30,True
324,netstat.c,IKOS,toybox_0_7_5,buffer-overflow,59,True
166,passwd.c,IKOS,toybox_0_7_5,ignored-free,83,True
431,find.c,IKOS,toybox_0_7_5,ignored-call-side-effect,70,True
74,ifconfig.c,IKOS,toybox_0_7_5,ignored-call-side-effect,69,True
118,lsattr.c,IKOS,toybox_0_7_5,buffer-overflow,59,True
124,cal.c,IKOS,toybox_0_7_5,buffer-overflow,51,True
41,getmountlist.c,IKOS,toybox_0_7_5,ignored-free,97,True
171,mount.c,IKOS,toybox_0_7_5,ignored-call-side-effect,62,True
62,su.c,IKOS,toybox_0_7_5,null-pointer-deref,59,True
137,xargs.c,IKOS,toybox_0_7_5,signed-int-overflow,73,True
651,ps.c,IKOS,toybox_0_7_5,unknown-memory-access,157,True
68,mkpasswd.c,IKOS,toybox_0_7_5,signed-int-overflow,63,True
142,find.c,IKOS,toybox_0_7_5,unknown-memory-access,70,True
143,umount.c,IKOS,toybox_0_7_5,free,54,True
109,find.c,IKOS,toybox_0_7_5,null-pointer-deref,70,True
178,cut.c,IKOS,toybox_0_7_5,unknown-memory-access,57,True
256,od.c,IKOS,toybox_0_7_5,buffer-overflow,60,True
1241,lib.c,IKOS,toybox_0_7_5,buffer-overflow,63,True
414,cp.c,IKOS,toybox_0_7_5,ignored-call-side-effect,83,True
20,getmountlist.c,IKOS,toybox_0_7_5,unreachable,14,True
1504,ps.c,IKOS,toybox_0_7_5,unknown-memory-access,108,True
74,ln.c,IKOS,toybox_0_7_5,ignored-call-side-effect,59,True
33,modinfo.c,IKOS,toybox_0_7_5,ignored-call-side-effect,69,True
45,net.c,IKOS,toybox_0_7_5,null-pointer-deref,117,True
155,id.c,IKOS,toybox_0_7_5,ignored-free,26,True
231,args.c,IKOS,toybox_0_7_5,buffer-overflow,1000,False
50,inotifyd.c,IKOS,toybox_0_7_5,signed-int-underflow,64,True
76,nbd_client.c,IKOS,toybox_0_7_5,unreachable,32,True
277,args.c,IKOS,toybox_0_7_5,unknown-memory-access,483,True
150,tail.c,IKOS,toybox_0_7_5,signed-int-overflow,87,True
390,args.c,IKOS,toybox_0_7_5,buffer-overflow,1000,False
159,main.c,IKOS,toybox_0_7_5,signed-int-underflow,516,True
177,ftpget.c,IKOS,toybox_0_7_5,unreachable,40,True
36,dos2unix.c,IKOS,toybox_0_7_5,buffer-overflow,99,True
63,login.c,IKOS,toybox_0_7_5,buffer-overflow,54,True
66,kill.c,IKOS,toybox_0_7_5,buffer-overflow,98,True
368,find.c,IKOS,toybox_0_7_5,signed-int-overflow,70,True
185,losetup.c,IKOS,toybox_0_7_5,buffer-overflow,62,True
379,find.c,IKOS,toybox_0_7_5,ignored-call-side-effect,70,True
93,password.c,IKOS,toybox_0_7_5,ignored-call-side-effect,83,True
519,sed.c,IKOS,toybox_0_7_5,signed-int-overflow,63,True
90,xargs.c,IKOS,toybox_0_7_5,unreachable,73,True
34,who.c,IKOS,toybox_0_7_5,unknown-memory-access,65,True
162,dmesg.c,IKOS,toybox_0_7_5,buffer-overflow,52,True
107,od.c,IKOS,toybox_0_7_5,buffer-overflow,60,True
208,cut.c,IKOS,toybox_0_7_5,unknown-memory-access,57,True
94,login.c,IKOS,toybox_0_7_5,null-pointer-deref,54,True
46,strings.c,IKOS,toybox_0_7_5,unreachable,64,True
165,dirtree.c,IKOS,toybox_0_7_5,buffer-overflow,234,True
67,modinfo.c,IKOS,toybox_0_7_5,ignored-call-side-effect,69,True
85,chgrp.c,IKOS,toybox_0_7_5,buffer-overflow,89,True
86,file.c,IKOS,toybox_0_7_5,buffer-overflow,63,True
973,ps.c,IKOS,toybox_0_7_5,buffer-overflow,129,True
76,killall.c,IKOS,toybox_0_7_5,buffer-overflow,59,True
39,readlink.c,IKOS,toybox_0_7_5,ignored-free,31,True
253,netstat.c,IKOS,toybox_0_7_5,ignored-call-side-effect,59,True
392,ps.c,IKOS,toybox_0_7_5,signed-int-overflow,50,True
88,touch.c,IKOS,toybox_0_7_5,unreachable,56,True
363,args.c,IKOS,toybox_0_7_5,null-pointer-deref,1000,False
152,sort.c,IKOS,toybox_0_7_5,unknown-memory-access,45,True
64,help.c,IKOS,toybox_0_7_5,unreachable,32,True
427,sed.c,IKOS,toybox_0_7_5,buffer-overflow,63,True
148,ls.c,IKOS,toybox_0_7_5,null-pointer-deref,74,True
322,mount.c,IKOS,toybox_0_7_5,null-pointer-deref,62,True
214,main.c,IKOS,toybox_0_7_5,buffer-overflow,1000,False
501,ls.c,IKOS,toybox_0_7_5,null-pointer-deref,74,True
132,grep.c,IKOS,toybox_0_7_5,unknown-memory-access,39,True
71,stat.c,IKOS,toybox_0_7_5,ignored-call-side-effect,59,True
1253,ps.c,IKOS,toybox_0_7_5,null-pointer-deref,60,True
131,linestack.c,IKOS,toybox_0_7_5,ignored-call-side-effect,172,True
